Make,Model,yearVeh,occRole,dvcat,dead,injSeverity,ADAS/ADS Version,Reporting Entity,Operating Entity,City,State,Roadway Type,Lighting,Crash With,Property Damage?,caseid,weight,frontal,airbag,seatbelt,sex,ageOFocc,abcat,deploy,,,,,
Tesla,Model Y,2021,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Santa Ana,CA ,Unknown,Unknown,Unknown,Unknown,02:58:02,75.981,1,none,none,f,45,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sunol,CA ,Unknown,Unknown,Unknown,Unknown,0.238900463,116.164,0,airbag,belted,f,46,nodeploy,0,,,,,
Tesla,Model 3,2019,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Grantsville,UT ,Unknown,Unknown,Unknown,Unknown,74:127:1,14.185,1,none,belted,f,20,unavail,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Saratoga,CA ,Unknown,Unknown,Unknown,Unknown,0.412511574,142.879,1,airbag,none,f,23,deploy,1,,,,,
Tesla,Model 3,2021,driver,55+,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Lancaster,OH ,Unknown,Unknown,Unknown,Unknown,0.461122685,16.133,0,airbag,none,m,43,nodeploy,0,,,,,
Tesla,Model S,2017,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Spring,TX ,Unknown,Unknown,Unknown,Unknown,43:144:3,116.794,1,airbag,belted,m,65,nodeploy,0,,,,,
Tesla,Model S,2016,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Revere,MA ,Unknown,Unknown,Unknown,Unknown,49:105:2,10.788,0,none,belted,m,36,unavail,0,,,,,
Tesla,Model S,2015,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Chino,CA ,Unknown,Unknown,Unknown,Unknown,0.193773148,452.252,1,none,none,f,20,unavail,0,,,,,
BMW,X5 xDrive40i,2019,driver,Oct-24,alive,1,,"BMW of North America, LLC",,Miami,FL ,Highway / Freeway,"Other, see Narrative","Other, see Narrative",No,0.13681713,253.587,1,airbag,belted,m,48,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,,NY ,Unknown,Unknown,Non-Motorist: Pedestrian,Unknown,45:208:1,43.666,1,none,belted,m,22,unavail,0,,,,,
Tesla,Model Y,2020,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Santa Cruz,CA ,Unknown,Unknown,Unknown,Unknown,02:28:01,57.246,1,none,none,f,20,unavail,0,,,,,
Tesla,Model 3,2020,pass,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Antonio,TX ,Unknown,Unknown,Unknown,Unknown,73:202:2,23.081,1,none,none,f,43,unavail,0,,,,,
Tesla,Model 3,2021,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Mountain View,CA ,Unknown,Unknown,Unknown,Unknown,0.675706019,86.713,0,none,belted,f,64,unavail,0,,,,,
BMW,X5 xDrive40i,2019,driver,55+,alive,0,,"BMW of North America, LLC",,St. Petersburg,FL ,Highway / Freeway,"Other, see Narrative","Other, see Narrative",No,45:93:1,66.31,1,airbag,none,f,41,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,1,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,Van,Yes,82:121:2,2.988,0,airbag,none,m,39,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,0,5th Generation ADS,,Waymo LLC,Tempe,AZ ,Street,Dark - Lighted,Passenger Car,Yes,79:132:2,7.712,1,none,belted,m,19,unavail,0,,,,,
Peterbilt,579 Epiq,2021,driver,25-39,alive,3,5th Generation ADS,,Waymo LLC,Ennis,TX ,Highway / Freeway,Dawn / Dusk,Heavy Truck,Yes,49:106:1,301.06,1,airbag,none,m,17,nodeploy,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,1,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Dark - Lighted,SUV,Yes,0.572233796,54.031,1,none,belted,m,16,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Street,Daylight,Passenger Car,Yes,81:35:01,10.266,1,none,none,f,31,unavail,0,,,,,
Kenworth,T680,2022,pass,Oct-24,alive,2,,,"Kodiak Robotics, Inc.",Palmer,TX ,Highway / Freeway,Daylight,Pickup Truck,Yes,0.504178241,41.873,0,airbag,belted,m,22,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,0,5th Generation ADS,,Waymo LLC,Phoenix,AZ ,Street,Dark - Lighted,Animal,Yes,78:113:1,49.56,1,airbag,belted,f,36,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,2,5th Generation ADS,,Waymo LLC,Tempe,AZ ,Street,Daylight,Passenger Car,Yes,73:28:01,328.504,0,airbag,none,f,29,nodeploy,0,,,,,
Jaguar,I-Pace,2021,driver,40-54,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,Van,Yes,75:51:02,44.414,0,airbag,belted,m,65,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,1,5th Generation ADS,,Waymo LLC,Tempe,AZ ,Street,Dark - Lighted,Passenger Car,Yes,04:45:01,41.302,1,none,belted,m,22,unavail,0,,,,,
Peterbilt,579 Epiq,2021,driver,25-39,alive,0,5th Generation ADS,,Waymo LLC,Ennis,TX ,Highway / Freeway,Dawn / Dusk,Heavy Truck,Yes,74:73:2,146.333,1,airbag,none,f,21,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,55+,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Dark - Lighted,SUV,Yes,49:237:2,9.785,0,none,belted,m,35,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,1,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Street,Daylight,Passenger Car,Yes,78:34:01,59.409,1,airbag,belted,f,82,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,2,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,SUV,Yes,0.556261574,0,1,airbag,belted,m,29,nodeploy,0,,,,,
Jaguar,I-Pace,2021,pass,Oct-24,alive,3,5th Generation ADS,,Waymo LLC,Phoenix,AZ ,Street,Dark - Lighted,Animal,Yes,0.426400463,1008.813,0,airbag,belted,m,28,nodeploy,0,,,,,
Chrysler,Pacifica,2017,driver,25-39,alive,1,4th Generation ADS,,Waymo LLC,Chandler,AZ ,Parking Lot,Daylight,Pickup Truck,Yes,41:92:1,17.398,1,none,belted,m,24,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,0,5th Generation ADS,,Waymo LLC,Tempe,AZ ,Street,Daylight,Passenger Car,Yes,0.485439815,1337.73,1,airbag,none,m,31,nodeploy,0,,,,,
Ford,Escape,2020,driver,40-54,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Argo AI,Miami,FL ,Street,Daylight,Passenger Car,Yes,06:36:01,1134.454,0,none,none,m,38,unavail,0,,,,,
Ford,Escape,2020,pass,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Argo AI,Miami Beach,FL ,Street,Daylight,Pickup Truck,Yes,0.602094907,76.563,1,airbag,belted,m,24,deploy,1,,,,,
Ford,Escape,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Argo AI,Miami,FL ,Street,Daylight,Passenger Car,Yes,76:02:01,154.96,1,none,none,f,66,unavail,0,,,,,
Ford,Escape,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Argo AI,Miami Beach,FL ,Street,Daylight,Pickup Truck,Yes,0.670844907,78.106,1,airbag,none,m,20,deploy,1,,,,,
Cruise,AV,2020,driver,25-39,alive,1,,,Cruise LLC,San Francisco,CA ,Street,Dark - Lighted,Passenger Car,Yes,49:92:1,500.482,1,none,belted,f,45,unavail,0,,,,,
Cruise,AV,2020,driver,Oct-24,alive,0,,,Cruise LLC,San Francisco,CA ,Street,Daylight,Passenger Car,Yes,43:03:01,11174.205,0,airbag,belted,f,19,nodeploy,0,,,,,
Toyota,Highlander,2016,driver,Oct-24,alive,1,36.22.30.08,,Zoox Inc.,San Francisco,CA ,Street,Dark - Lighted,Van,Yes,41:167:1,338.68,0,airbag,belted,m,23,nodeploy,0,,,,,
Cruise,AV,2020,driver,55+,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Cruise LLC,San Francisco,CA ,Street,Dark - Lighted,Passenger Car,Yes,45:158:1,44.738,1,none,none,m,17,unavail,0,,,,,
Cruise,AV,2020,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Cruise LLC,San Francisco,CA ,Street,Daylight,Passenger Car,Yes,49:35:02,16.05,1,airbag,none,m,86,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,3,4th Generation ADS,,Waymo LLC,Phoenix,AZ ,Intersection,Daylight,Passenger Car,No,43:48:01,129.977,1,airbag,belted,f,34,deploy,1,,,,,
Kenworth Motor Truck Co,T680,2022,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"Kodiak Robotics, Inc",Palmer,TX ,Highway / Freeway,Daylight,Pickup Truck,Yes,41:186:2,33.327,1,none,belted,m,45,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,3,4th Generation ADS,,Waymo LLC,Phoenix,AZ ,Intersection,Daylight,Passenger Car,No,49:47:01,964.986,1,airbag,belted,f,16,deploy,1,,,,,
Cruise,AV,2022,pass,Oct-24,alive,0,,,Cruise LLC,San Francisco,CA ,Street,Daylight,Motorcycle,Yes,50:95:2,29.94,1,airbag,belted,f,28,deploy,1,,,,,
Cruise,AV,2022,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Cruise LLC,San Francisco,CA ,Street,Daylight,Motorcycle,Yes,12:09:01,1680.362,1,none,belted,m,37,unavail,0,,,,,
LExus,RX450H,2020,driver,55+,alive,3,4,,May Mobility,Arlington,TX ,Intersection,Daylight,Pickup Truck,Yes,41:42:02,218.162,1,none,none,f,25,unavail,0,,,,,
Toyota,Highlander,2016,driver,25-39,alive,1,04.22.09.01,,Zoox,San Francisco,CA ,Street,Daylight,Non-Motorist: Cyclist,Yes,43:65:5,30.06,0,none,belted,m,30,unavail,0,,,,,
Toyota,Highlander,2016,driver,Oct-24,alive,0,86.22.08.25,,Zoox Inc.,Las Vegas,CA ,Parking Lot,Dark - Lighted,Non-Motorist: Pedestrian,Yes,81:98:2,32.495,1,none,belted,m,50,unavail,0,,,,,
Cruise,AV,2022,driver,40-54,alive,1,,,Cruise LLC,San Francisco,CA ,Street,Daylight,Motorcycle,Yes,75:36:01,35.388,1,airbag,none,m,28,deploy,1,,,,,
Toyota,Highlander,2016,driver,Oct-24,alive,2,04.22.09.01,,Zoox,San Francisco,CA ,Street,Daylight,Non-Motorist: Cyclist,Unknown,0.603483796,86.986,1,none,belted,m,77,unavail,0,,,,,
Cruise,AV,2022,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Cruise LLC,San Francisco,CA ,Street,Daylight,Motorcycle,Yes,78:04:01,71.666,1,none,none,m,23,unavail,0,,,,,
Toyota,Highlander,2019,driver,25-39,alive,3,30.22.23.08,,Zoox Inc.,Menlo Park,CA ,Street,Daylight,Passenger Car,Yes,49:261:1,18.538,0,airbag,belted,f,34,deploy,1,,,,,
Ligier Group,EZ10 Gen 3,2019,pass,Oct-24,alive,0,Voyager 11 (21.02.4),,"First Transit, Inc.",Rochester,MN ,Intersection,Daylight,SUV,Yes,81:50:02,758.965,0,airbag,none,m,47,nodeploy,0,,,,,
Toyota,Highlander,2016,pass,Oct-24,alive,0,86.22.08.25,,Zoox Inc.,Las Vegas,CA ,Parking Lot,Dark - Lighted,Non-Motorist: Pedestrian,Yes,0.595150463,781.247,0,airbag,none,f,16,deploy,1,,,,,
Kenworth Motor Truck Co,T680,2022,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"Kodiak Robotics, Inc.",Palmer,TX ,Highway / Freeway,Daylight,Pickup Truck,Yes,0.44306713,21.852,0,airbag,belted,f,37,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,40-54,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Dark - Lighted,SUV,Yes,79:107:2,83.07,1,none,none,m,18,unavail,0,,,,,
Toyota,Highlander,2019,driver,25-39,alive,1,30.22.23.08,,Zoox Inc.,Menlo Park,CA ,Street,Daylight,Passenger Car,Yes,81:88:2,207.612,1,airbag,belted,f,44,nodeploy,0,,,,,
Jaguar,I-Pace,2021,driver,40-54,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Dark - Lighted,SUV,Yes,41:46:01,19.898,0,none,belted,f,81,unavail,0,,,,,
Ligier,EZ10 Gen 3,2019,driver,25-39,alive,3,Voyager 11 (21.02.4),,"First Transit, Inc.",Rochester,MN ,Intersection,Daylight,SUV,Yes,48:81:2,288.576,0,airbag,none,f,21,deploy,1,,,,,
Kenworth,T680,2022,driver,40-54,alive,3,,,"Kodiak Robotics, Inc.",Palmer,TX ,Highway / Freeway,Daylight,Pickup Truck,Yes,74:150:1,19.287,1,none,belted,f,80,unavail,0,,,,,
Kenworth Motor Truck Co,T680,2022,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"Kodiak Robotics, Inc.",Palmer,TX ,Highway / Freeway,Daylight,Pickup Truck,Yes,81:56:02,15.213,0,airbag,belted,f,28,deploy,1,,,,,
Jaguar,I-Pace,2021,pass,Oct-24,alive,1,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Parking Lot,Daylight,Van,Yes,49:128:2,44.429,1,airbag,none,f,25,deploy,1,,,,,
Jaguar,I-Pace,2021,pass,55+,dead,4,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,Passenger Car,Yes,49:155:1,10.579,1,airbag,none,m,42,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Street,Dark - Lighted,Passenger Car,Yes,06:54:04,13.804,1,none,belted,f,46,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,1,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Dark - Lighted,Passenger Car,Yes,75:40:02,331.124,1,none,belted,f,17,unavail,0,,,,,
Chrysler,Pacifica,2017,driver,25-39,alive,3,4th Generation ADS,,Waymo LLC,Tempe,AZ ,Parking Lot,Dark - Lighted,Passenger Car,Yes,0.44306713,77.046,0,airbag,belted,f,81,nodeploy,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,0,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,"Other, see Narrative",Unknown,73:202:1,170.276,1,none,belted,f,18,unavail,0,,,,,
Chrysler,Pacifica,2017,driver,Oct-24,alive,2,4th Generation ADS,,Waymo LLC,Tempe,AZ ,Intersection,Daylight,Other Fixed Object,Yes,0.463206019,660.006,1,airbag,belted,m,50,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,0,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,"Other, see Narrative",Unknown,43:117:1,489.066,1,airbag,belted,f,48,nodeploy,0,,,,,
Cruise,AV,2020,driver,25-39,alive,3,,,Cruise LLC,San Francisco,CA ,Intersection,Dark - Lighted,SUV,Yes,45:99:1,67.091,1,airbag,none,m,50,deploy,1,,,,,
Cruise,AV,2020,driver,25-39,alive,3,,,Cruise LLC,San Francisco,CA ,Street,Dark - Lighted,Passenger Car,Yes,0.595856481,215.586,1,airbag,belted,f,65,deploy,1,,,,,
Cruise,AV,2022,driver,25-39,alive,2,,,Cruise LLC,San Francisco,CA ,Street,Dark - Lighted,Passenger Car,Yes,0.594456019,36.655,0,airbag,belted,m,21,nodeploy,0,,,,,
Cruise,AV,2020,driver,25-39,alive,1,,,Cruise LLC,San Francisco,CA ,Street,Dark - Lighted,"Other, see Narrative",Yes,0.645856481,243.412,0,none,belted,m,60,unavail,0,,,,,
Chrysler,Pacifica,2017,driver,Oct-24,alive,1,4th Generation ADS,,Waymo LLC,Tempe,AZ ,Intersection,Daylight,Other Fixed Object,Yes,0.505578704,59.859,0,airbag,belted,m,43,nodeploy,0,,,,,
Chrysler,Pacifica,2017,driver,25-39,alive,1,4th Generation ADS,,Waymo LLC,Tempe,AZ ,Parking Lot,Dark - Lighted,Passenger Car,Yes,45:135:2,64.612,0,airbag,belted,m,21,nodeploy,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,1,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Dark - Lighted,Passenger Car,Yes,74:15:01,148.754,1,airbag,belted,m,56,nodeploy,0,,,,,
Lexus,RX450H,2020,driver,Oct-24,alive,0,4,,May Mobility,Arlington,TX ,Street,Daylight,Pickup Truck,Yes,45:53:02,83.327,1,none,none,m,17,unavail,0,,,,,
Cruise,AV,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Cruise LLC,San Francisco,CA ,Street,Dark - Lighted,"Other, see Narrative",Yes,43:120:1,743.545,1,airbag,belted,m,29,nodeploy,0,,,,,
Cruise,AV,2020,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Cruise LLC,San Francisco,CA ,Street,Dark - Lighted,Passenger Car,Yes,43:139:2,49.768,1,airbag,belted,m,44,deploy,1,,,,,
Cruise,AV,2020,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Cruise LLC,San Francisco,CA ,Intersection,Dark - Lighted,SUV,Yes,11:40:01,398.985,1,none,belted,m,42,unavail,0,,,,,
Cruise,AV,2022,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Cruise LLC,San Francisco,CA ,Street,Dark - Lighted,Passenger Car,Yes,12:05:02,37.637,1,airbag,belted,m,57,nodeploy,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,1,5th Generation ADS,,Waymo LLc,San Francisco,CA ,Street,Dark - Lighted,Passenger Car,Yes,45:104:1,77.962,1,none,belted,m,21,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,0,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,Passenger Car,Yes,73:100:2,23.081,1,airbag,belted,m,29,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,0,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Parking Lot,Daylight,Van,Yes,12:14:02,73.518,1,none,none,f,18,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Dark - Lighted,SUV,Yes,82:24:02,5.728,0,airbag,belted,m,32,nodeploy,0,,,,,
Toyota,Highlander,2016,driver,Oct-24,alive,0,10.22.22.07,,Zoox,San Francisco,CA ,Intersection,Daylight,Passenger Car,Yes,45:38:02,1605.289,0,none,belted,f,26,unavail,0,,,,,
Jaguar,I-Pace,2021,pass,Oct-24,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Dark - Lighted,SUV,Yes,72:08:01,60.972,1,none,none,m,39,unavail,0,,,,,
Freightliner,Cascadia,2021,pass,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"TORC ROBOTICS, INC",Santa Rosa,NM ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,41:17:01,30.52,1,none,belted,f,21,unavail,0,,,,,
FREIGHTLINER,CASCADIA,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"TORC ROBOTICS, INC",Santa Rosa,NM ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,0.502800926,109.532,1,airbag,belted,f,46,nodeploy,0,,,,,
Chrysler,Pacifica,2017,driver,Oct-24,alive,0,4th Generation ADS,,Waymo LLC,Tempe,AZ ,Intersection,Daylight,Other Fixed Object,Yes,0.626412037,345.58,1,airbag,belted,m,17,nodeploy,0,,,,,
Chrysler,Pacifica,2017,driver,Oct-24,alive,1,4th Generation ADS,,Waymo LLC,Tempe,AZ ,Intersection,Daylight,Other Fixed Object,Yes,75:172:1,627.795,1,none,belted,f,60,unavail,0,,,,,
Lucid,Dream,2022,driver,55+,alive,3,Level 2,,Formel D  (Independent Contractor Entity),Belmont,CA ,Highway / Freeway,Dark - Lighted,Passenger Car,No,41:02:01,50.158,0,none,belted,f,48,unavail,0,,,,,
Lucid,Dream,2022,driver,25-39,alive,2,Level 2,,Marcel Vincent-Casiano  (Lucid Independent Contractor),Belmont,CA ,Highway / Freeway,Dark - Lighted,Passenger Car,No,49:85:1,11.783,0,airbag,belted,m,32,deploy,1,,,,,
FREIGHTLINER,CASCADIA,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"TORC ROBOTICS, INC",ALBUQUERQUE,NM ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,0.622939815,19.401,0,airbag,belted,f,42,nodeploy,0,,,,,
FREIGHTLINER,Cascadia,2021,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"TORC ROBOTICS, INC",ALBUQUERQUE,NM ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,41:59:02,18.826,0,airbag,none,m,42,nodeploy,0,,,,,
FREIGHTLINER,CASCADIA,2021,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"TORC ROBOTICS, INC",ALBUQUERQUE,NM ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,0.438217593,148.175,1,none,none,m,37,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,3,5th Generation ADS,,Waymo LLC,Phoenix,AZ ,Intersection,Daylight,Passenger Car,Yes,41:120:2,28.662,1,airbag,belted,m,31,deploy,1,,,,,
Jaguar,I-Pace,2021,pass,Oct-24,alive,0,5th Generation ADS,,Waymo LLC,Phoenix,AZ ,Intersection,Daylight,Passenger Car,Yes,49:44:01,11.72,0,airbag,belted,f,71,nodeploy,0,,,,,
Jaguar,I-Pace,2021,pass,Oct-24,alive,0,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Street,Daylight,Passenger Car,Yes,0.581967593,749.1,0,airbag,belted,m,18,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,3,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,Pickup Truck,Yes,79:127:2,574.574,0,none,none,m,49,unavail,0,,,,,
FREIGHTLINER,Cascadia,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,"TORC ROBOTICS, INC",ALBUQUERQUE,NM ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,04:02:01,240.893,1,airbag,belted,m,72,deploy,1,,,,,
Ford,Escape,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Argo AI,Pittsburgh,PA ,Intersection,Daylight,SUV,Yes,49:58:01,9.789,0,airbag,none,f,20,deploy,1,,,,,
Ford,Escape,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Argo AI,Miami,FL ,Street,Daylight,Passenger Car,Yes,0.467384259,67.872,1,none,belted,f,37,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,1,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Street,Daylight,Passenger Car,Yes,81:80:2,886.748,1,none,belted,f,42,unavail,0,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,2,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,Pickup Truck,Yes,43:92:1,224.363,0,none,belted,m,17,unavail,0,,,,,
Toyota,Highlander,2016,driver,25-39,alive,3,98.22.06.11,,Zoox,San Mateo,CA ,Street,Daylight,SUV,Yes,1.015289352,0,1,airbag,belted,m,53,nodeploy,0,,,,,
Jaguar,I-Pace,2021,driver,25-39,alive,1,5th Generation ADS,,Waymo LLC,Tempe,AZ ,Street,Dark - Lighted,"Other, see Narrative",Yes,82:07:01,203.867,0,airbag,belted,f,55,nodeploy,0,,,,,
Jaguar,I-Pace,2021,pass,25-39,alive,0,5th Generation ADS,,Waymo LLC,San Francisco,CA ,Intersection,Daylight,Passenger Car,Yes,0.212523148,13.374,0,airbag,belted,m,85,nodeploy,0,,,,,
Lexus,RX 450h,2016,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Apple Inc.,Mountain View,CA ,Intersection,Daylight,Passenger Car,Yes,73:52:02,1669.088,0,airbag,belted,f,26,nodeploy,0,,,,,
Ford,Escape,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Argo AI,Pittsburgh,PA ,Intersection,Daylight,SUV,Yes,73:152:2,1662.58,0,airbag,belted,f,43,nodeploy,0,,,,,
Ford,Escape,2020,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,Argo AI,Miami,FL ,Street,Daylight,Passenger Car,Yes,43:122:1,47.503,1,none,belted,m,26,unavail,0,,,,,
Toyota,Highlander,2016,driver,Oct-24,alive,1,105.2022.06.28,,Zoox Inc.,San Francisco,CA ,Street,Daylight,Passenger Car,Yes,75:74:2,62.284,1,airbag,belted,f,31,deploy,1,,,,,
Jaguar,I-Pace,2021,driver,Oct-24,alive,0,5th Generation ADS,,Waymo LLC,Phoenix,AZ ,Intersection,Daylight,Passenger Car,Yes,79:82:3,10.931,1,airbag,belted,f,35,deploy,1,,,,,
Cruise,AV,2020,driver,25-39,alive,2,,,Cruise LLC,San Francisco,CA ,Street,Daylight,Non-Motorist: Cyclist,Yes,0.462523148,1847.092,1,airbag,belted,m,28,deploy,1,,,,,
